HomeTeam,AwayTeam,FTHG,FTAG,FTR
Mechelen,Oud-Heverlee Leuven,2.0,2.0,D
Club Brugge,Antwerp,0.0,2.0,A
Eupen,Kortrijk,2.0,0.0,H
Mouscron,Oostende,0.0,1.0,A
Genk,Standard,2.0,2.0,D
Gent,Club Brugge,0.0,4.0,A
Charleroi,Club Brugge,1.0,1.0,D
Gent,Oostende,1.0,0.0,H
Genk,Cercle Brugge,2.0,0.0,H
Anderlecht,Mechelen,1.0,1.0,D
Club Brugge,Waregem,3.0,0.0,H
Mouscron,Standard,1.0,0.0,H
Antwerp,Kortrijk,4.0,2.0,H
Waasland-Beveren,Beerschot VA,1.0,2.0,A
Eupen,Oud-Heverlee Leuven,3.0,3.0,D
Charleroi,St Truiden,0.0,0.0,D
Oud-Heverlee Leuven,Antwerp,2.0,0.0,H
St Truiden,Eupen,0.0,2.0,A
Beerschot VA,Mouscron,2.0,2.0,D
Standard,Anderlecht,1.0,3.0,A
Kortrijk,Waregem,1.0,2.0,A
Oostende,Mechelen,2.0,0.0,H
Cercle Brugge,Waasland-Beveren,2.0,0.0,H
Charleroi,Genk,1.0,2.0,A
Club Brugge,Oud-Heverlee Leuven,3.0,0.0,H
Antwerp,St Truiden,0.0,0.0,D
Genk,Beerschot VA,1.0,2.0,A
Waregem,Standard,3.0,2.0,H
Anderlecht,Kortrijk,0.0,2.0,A
Waasland-Beveren,Charleroi,1.0,1.0,D
Mouscron,Cercle Brugge,1.0,2.0,A
Eupen,Oostende,1.0,1.0,D
Mechelen,Gent,1.0,1.0,D
Oostende,Genk,3.0,1.0,H
Waasland-Beveren,Eupen,1.0,0.0,H
Gent,Mouscron,4.0,0.0,H
Cercle Brugge,Anderlecht,0.0,0.0,D
Beerschot VA,Mechelen,1.0,2.0,A
Standard,Antwerp,1.0,1.0,D
St Truiden,Waregem,1.0,2.0,A
Oud-Heverlee Leuven,Kortrijk,3.0,1.0,H
Gent,Eupen,2.0,2.0,D
Genk,Anderlecht,1.0,2.0,A
Charleroi,Waregem,1.0,1.0,D
Beerschot VA,Antwerp,1.0,2.0,A
Standard,Oud-Heverlee Leuven,1.0,1.0,D
Cercle Brugge,Mechelen,0.0,1.0,A
Waasland-Beveren,Club Brugge,0.0,2.0,A
Oostende,St Truiden,3.0,1.0,H
Mouscron,Kortrijk,0.0,3.0,A
St Truiden,Cercle Brugge,3.0,0.0,H
Anderlecht,Gent,0.0,0.0,D
Waregem,Oostende,2.0,1.0,H
Club Brugge,Standard,3.0,1.0,H
Kortrijk,Charleroi,1.0,3.0,A
Eupen,Mouscron,1.0,1.0,D
Oud-Heverlee Leuven,Beerschot VA,0.0,1.0,A
Mechelen,Genk,0.0,0.0,D
Antwerp,Waasland-Beveren,3.0,2.0,H
Oostende,Standard,2.0,2.0,D
Cercle Brugge,Club Brugge,1.0,2.0,A
Charleroi,Oud-Heverlee Leuven,1.0,1.0,D
Gent,St Truiden,1.0,1.0,D
Beerschot VA,Kortrijk,0.0,0.0,D
Genk,Waregem,3.0,2.0,H
Mouscron,Anderlecht,1.0,1.0,D
Eupen,Antwerp,0.0,2.0,A
Waasland-Beveren,Mechelen,2.0,3.0,A
Oud-Heverlee Leuven,Gent,0.0,3.0,A
Standard,Charleroi,3.0,2.0,H
Waregem,Beerschot VA,0.0,3.0,A
Club Brugge,Genk,3.0,2.0,H
Antwerp,Oostende,1.0,2.0,A
Kortrijk,Cercle Brugge,1.0,2.0,A
St Truiden,Mouscron,0.0,2.0,A
Mechelen,Eupen,3.0,0.0,H
Anderlecht,Waasland-Beveren,0.0,0.0,D
Genk,Gent,1.0,1.0,D
Waregem,Oud-Heverlee Leuven,2.0,3.0,A
Antwerp,Cercle Brugge,1.0,0.0,H
Club Brugge,Oostende,2.0,1.0,H
Eupen,Beerschot VA,3.0,1.0,H
Mechelen,Standard,0.0,4.0,A
Kortrijk,St Truiden,0.0,2.0,A
Anderlecht,Charleroi,3.0,0.0,H
Mouscron,Waasland-Beveren,1.0,1.0,D
St Truiden,Oud-Heverlee Leuven,3.0,1.0,H
Beerschot VA,Club Brugge,0.0,3.0,A
Cercle Brugge,Standard,0.0,1.0,A
Gent,Antwerp,0.0,1.0,A
Charleroi,Mechelen,0.0,1.0,A
Mouscron,Genk,2.0,0.0,H
Waasland-Beveren,Waregem,1.0,5.0,A
Oostende,Kortrijk,2.0,1.0,H
Eupen,Anderlecht,2.0,0.0,H
Beerschot VA,Cercle Brugge,1.0,1.0,D
Oostende,Eupen,1.0,1.0,D
Standard,Waasland-Beveren,3.0,1.0,H
St Truiden,Club Brugge,1.0,2.0,A
Oud-Heverlee Leuven,Anderlecht,1.0,0.0,H
Beerschot VA,Gent,1.0,1.0,D
Mechelen,Antwerp,3.0,0.0,H
Oostende,Charleroi,3.0,2.0,H
Cercle Brugge,Eupen,1.0,2.0,A
Kortrijk,Genk,2.0,1.0,H
Waregem,Mouscron,1.0,0.0,H
Eupen,Genk,1.0,4.0,A
St Truiden,Beerschot VA,1.0,0.0,H
Eupen,Waregem,2.0,3.0,A
Mechelen,Mouscron,2.0,1.0,H
Anderlecht,Beerschot VA,2.0,0.0,H
Genk,Waasland-Beveren,1.0,1.0,D
Antwerp,Charleroi,2.0,1.0,H
Standard,St Truiden,1.0,2.0,A
Kortrijk,Gent,1.0,0.0,H
Oud-Heverlee Leuven,Oostende,1.0,2.0,A
Waregem,Cercle Brugge,1.0,0.0,H
Club Brugge,Eupen,3.0,0.0,H
Waasland-Beveren,Antwerp,0.0,3.0,A
Standard,Mouscron,0.0,1.0,A
Oud-Heverlee Leuven,Mechelen,1.0,2.0,A
Club Brugge,Gent,0.0,1.0,A
Genk,Kortrijk,2.0,0.0,H
Waregem,St Truiden,0.0,2.0,A
Charleroi,Anderlecht,1.0,0.0,H
Mechelen,Club Brugge,0.0,3.0,A
Gent,Waasland-Beveren,3.0,0.0,H
Kortrijk,Standard,2.0,1.0,H
Antwerp,Waregem,0.0,1.0,A
Anderlecht,Oostende,2.0,1.0,H
Cercle Brugge,Charleroi,3.0,4.0,A
Mouscron,Oud-Heverlee Leuven,2.0,2.0,D
Mechelen,Waasland-Beveren,2.0,3.0,A
Gent,Standard,2.0,1.0,H
Antwerp,Club Brugge,0.0,2.0,A
St Truiden,Charleroi,1.0,2.0,A
Cercle Brugge,Oostende,0.0,1.0,A
Kortrijk,Oud-Heverlee Leuven,0.0,3.0,A
Mouscron,Beerschot VA,3.0,1.0,H
Anderlecht,Genk,1.0,0.0,H
Oud-Heverlee Leuven,Mouscron,2.0,0.0,H
Charleroi,Kortrijk,0.0,0.0,D
Oostende,Gent,2.0,1.0,H
Standard,Mechelen,2.0,2.0,D
Beerschot VA,Eupen,0.0,1.0,A
Genk,Antwerp,4.0,2.0,H
Club Brugge,St Truiden,1.0,0.0,H
Oud-Heverlee Leuven,Cercle Brugge,2.0,1.0,H
Waasland-Beveren,Mouscron,2.0,0.0,H
Waregem,Anderlecht,2.0,2.0,D
Eupen,Mechelen,1.0,1.0,D
Charleroi,Waasland-Beveren,0.0,2.0,A
Mouscron,St Truiden,3.0,2.0,H
Antwerp,Oud-Heverlee Leuven,3.0,2.0,H
Kortrijk,Oostende,3.0,1.0,H
Anderlecht,Standard,0.0,0.0,D
Gent,Waregem,0.0,3.0,A
Mechelen,Beerschot VA,2.0,3.0,A
Mouscron,Club Brugge,0.0,0.0,D
Cercle Brugge,Genk,1.0,5.0,A
St Truiden,Waasland-Beveren,1.0,1.0,D
Eupen,Charleroi,3.0,1.0,H
Cercle Brugge,Mouscron,1.0,2.0,A
Waasland-Beveren,Oostende,2.0,0.0,H
Oud-Heverlee Leuven,St Truiden,2.0,2.0,D
Genk,Mouscron,4.0,1.0,H
Charleroi,Gent,0.0,1.0,A
Waregem,Mechelen,1.0,2.0,A
Beerschot VA,Anderlecht,2.0,1.0,H
Club Brugge,Kortrijk,1.0,0.0,H
Oostende,Antwerp,1.0,1.0,D
Waasland-Beveren,Cercle Brugge,0.0,2.0,A
Standard,Eupen,2.0,2.0,D
Cercle Brugge,Waregem,1.0,3.0,A
Gent,Anderlecht,1.0,1.0,D
Oostende,Club Brugge,1.0,3.0,A
Antwerp,Standard,1.0,1.0,D
St Truiden,Genk,1.0,2.0,A
Eupen,Waasland-Beveren,1.0,1.0,D
Kortrijk,Beerschot VA,5.0,5.0,D
Mechelen,Charleroi,3.0,3.0,D
Waregem,Kortrijk,1.0,1.0,D
Waasland-Beveren,Gent,1.0,4.0,A
Standard,Oostende,1.0,0.0,H
Anderlecht,Antwerp,1.0,0.0,H
Club Brugge,Mechelen,2.0,2.0,D
Charleroi,Cercle Brugge,3.0,0.0,H
Beerschot VA,Oud-Heverlee Leuven,4.0,2.0,H
Genk,Eupen,4.0,0.0,H
Gent,Genk,1.0,2.0,A
St Truiden,Standard,2.0,0.0,H
Oostende,Waregem,3.0,0.0,H
Antwerp,Beerschot VA,3.0,2.0,H
Oud-Heverlee Leuven,Club Brugge,2.0,1.0,H
Kortrijk,Anderlecht,1.0,3.0,A
Anderlecht,Oud-Heverlee Leuven,2.0,2.0,D
Genk,Charleroi,2.0,1.0,H
Mouscron,Eupen,0.0,2.0,A
Waregem,Antwerp,1.0,3.0,A
Standard,Club Brugge,1.0,1.0,D
Beerschot VA,St Truiden,6.0,3.0,H
Mechelen,Kortrijk,1.0,2.0,A
Cercle Brugge,Gent,5.0,2.0,H
Oostende,Mouscron,3.0,0.0,H
Charleroi,Standard,1.0,2.0,A
Gent,Beerschot VA,5.0,1.0,H
Club Brugge,Anderlecht,3.0,0.0,H
St Truiden,Kortrijk,0.0,0.0,D
Eupen,Cercle Brugge,1.0,2.0,A
Oud-Heverlee Leuven,Waregem,2.0,1.0,H
Waasland-Beveren,Genk,1.0,1.0,D
Antwerp,Mechelen,4.0,1.0,H
Genk,Oostende,2.0,2.0,D
Mouscron,Charleroi,1.0,1.0,D
Club Brugge,Cercle Brugge,2.0,1.0,H
Anderlecht,Eupen,1.0,1.0,D
Standard,Waregem,2.0,2.0,D
Gent,Oud-Heverlee Leuven,2.0,3.0,A
Mechelen,St Truiden,2.0,0.0,H
Beerschot VA,Waasland-Beveren,3.0,2.0,H
Kortrijk,Antwerp,1.0,3.0,A
Cercle Brugge,St Truiden,3.0,0.0,H
Antwerp,Eupen,2.0,2.0,D
Genk,Mechelen,3.0,1.0,H
Standard,Kortrijk,2.0,1.0,H
Waregem,Club Brugge,0.0,6.0,A
Waasland-Beveren,Anderlecht,2.0,4.0,A
Mouscron,Gent,0.0,1.0,A
Oostende,Oud-Heverlee Leuven,3.0,1.0,H
Charleroi,Beerschot VA,3.0,1.0,H
Beerschot VA,Genk,5.0,2.0,H
Kortrijk,Mouscron,3.0,0.0,H
Waregem,Charleroi,0.0,2.0,A
St Truiden,Antwerp,2.0,3.0,A
Anderlecht,Cercle Brugge,2.0,0.0,H
Club Brugge,Waasland-Beveren,4.0,1.0,H
Oud-Heverlee Leuven,Standard,1.0,0.0,H
Mechelen,Oostende,0.0,1.0,A
Eupen,Gent,2.0,1.0,H
Gent,Mechelen,1.0,0.0,H
Charleroi,Antwerp,2.0,0.0,H
Beerschot VA,Standard,0.0,3.0,A
Genk,Club Brugge,1.0,2.0,A
Mouscron,Waregem,0.0,1.0,A
Cercle Brugge,Kortrijk,0.0,1.0,A
Waasland-Beveren,Oud-Heverlee Leuven,1.0,3.0,A
Eupen,St Truiden,1.0,1.0,D
Oostende,Anderlecht,2.0,2.0,D
St Truiden,Oostende,0.0,0.0,D
Anderlecht,Mouscron,1.0,1.0,D
Club Brugge,Beerschot VA,0.0,1.0,A
Standard,Genk,0.0,0.0,D
Antwerp,Gent,1.0,0.0,H
Mechelen,Cercle Brugge,2.0,3.0,A
Oud-Heverlee Leuven,Charleroi,1.0,3.0,A
Waregem,Waasland-Beveren,4.0,1.0,H
Kortrijk,Eupen,0.0,0.0,D
Waasland-Beveren,Standard,1.0,2.0,A
Anderlecht,St Truiden,3.0,1.0,H
Beerschot VA,Waregem,3.0,1.0,H
Eupen,Club Brugge,0.0,4.0,A
Cercle Brugge,Antwerp,2.0,1.0,H
Charleroi,Oostende,1.0,0.0,H
Gent,Kortrijk,1.0,2.0,A
Genk,Oud-Heverlee Leuven,1.0,1.0,D
Mouscron,Mechelen,0.0,1.0,A
Oud-Heverlee Leuven,Eupen,1.0,1.0,D
Oostende,Beerschot VA,1.0,2.0,A
Kortrijk,Waasland-Beveren,1.0,3.0,A
Mechelen,Anderlecht,2.0,2.0,D
Waregem,Genk,1.0,2.0,A
St Truiden,Gent,2.0,1.0,H
Antwerp,Mouscron,1.0,1.0,D
Standard,Cercle Brugge,1.0,0.0,H
Club Brugge,Charleroi,0.0,1.0,A
Anderlecht,Waregem,7.0,0.0,H
Club Brugge,Cercle Brugge,2.0,1.0,H
Gent,Charleroi,1.0,4.0,A
Kortrijk,Antwerp,0.0,1.0,A
Mechelen,Eupen,1.0,1.0,D
Mouscron,Waasland-Beveren,1.0,0.0,H
Oostende,Genk,2.0,4.0,A
Standard,St Truiden,0.0,0.0,D
Cercle Brugge,Gent,1.0,0.0,H
Charleroi,Standard,2.0,0.0,H
Genk,Club Brugge,1.0,2.0,A
Antwerp,Oostende,3.0,1.0,H
Eupen,Mouscron,2.0,1.0,H
Waregem,Kortrijk,2.0,2.0,D
Waasland-Beveren,Anderlecht,0.0,3.0,A
St Truiden,Mechelen,0.0,3.0,A
Gent,St Truiden,4.0,1.0,H
Anderlecht,Eupen,6.0,1.0,H
Club Brugge,Charleroi,1.0,0.0,H
Mechelen,Waasland-Beveren,4.0,0.0,H
Mouscron,Cercle Brugge,0.0,1.0,A
Oostende,Waregem,1.0,1.0,D
Standard,Antwerp,1.0,0.0,H
Kortrijk,Genk,0.0,1.0,A
Waregem,Mouscron,1.0,2.0,A
Genk,Standard,1.0,3.0,A
Antwerp,Charleroi,1.0,1.0,D
Mechelen,Anderlecht,2.0,0.0,H
Oostende,Kortrijk,0.0,3.0,A
St Truiden,Cercle Brugge,0.0,1.0,A
Club Brugge,Waasland-Beveren,2.0,1.0,H
Eupen,Gent,2.0,3.0,A
Antwerp,Genk,1.0,1.0,D
Standard,Club Brugge,0.0,0.0,D
Waasland-Beveren,Kortrijk,1.0,2.0,A
Charleroi,Mechelen,2.0,1.0,H
Mouscron,Oostende,3.0,1.0,H
Cercle Brugge,Mechelen,3.0,2.0,H
St Truiden,Eupen,5.0,2.0,H
Charleroi,Waregem,4.0,0.0,H
Gent,Anderlecht,1.0,1.0,D
Waregem,Waasland-Beveren,5.0,0.0,H
Anderlecht,Mouscron,1.0,0.0,H
Club Brugge,Antwerp,1.0,0.0,H
Mechelen,Gent,0.0,3.0,A
Eupen,Cercle Brugge,1.0,0.0,H
Oostende,St Truiden,1.0,0.0,H
Genk,Charleroi,1.0,0.0,H
Kortrijk,Standard,3.0,1.0,H
Charleroi,Club Brugge,0.0,0.0,D
Antwerp,Waregem,2.0,1.0,H
Kortrijk,Club Brugge,2.0,2.0,D
Cercle Brugge,Anderlecht,1.0,2.0,A
Gent,Genk,4.0,1.0,H
Mouscron,St Truiden,1.0,3.0,A
Waasland-Beveren,Eupen,0.0,1.0,A
Standard,Oostende,2.0,1.0,H
Waregem,Genk,0.0,3.0,A
Anderlecht,Club Brugge,1.0,2.0,A
Cercle Brugge,Antwerp,1.0,2.0,A
Gent,Mouscron,3.0,1.0,H
Oostende,Waasland-Beveren,0.0,1.0,A
St Truiden,Kortrijk,2.0,0.0,H
Eupen,Charleroi,1.0,1.0,D
Mechelen,Standard,2.0,3.0,A
Antwerp,Anderlecht,0.0,0.0,D
Charleroi,Oostende,5.0,0.0,H
Standard,Gent,0.0,1.0,A
Club Brugge,Waregem,4.0,0.0,H
Genk,Eupen,2.0,1.0,H
Kortrijk,Cercle Brugge,1.0,0.0,H
Mouscron,Mechelen,1.0,2.0,A
Waasland-Beveren,St Truiden,1.0,0.0,H
Anderlecht,Genk,2.0,0.0,H
St Truiden,Antwerp,1.0,1.0,D
Gent,Club Brugge,1.0,1.0,D
Waasland-Beveren,Standard,2.0,1.0,H
Cercle Brugge,Waregem,2.0,0.0,H
Eupen,Kortrijk,1.0,2.0,A
Mouscron,Charleroi,1.0,1.0,D
Mechelen,Oostende,1.0,0.0,H
Oostende,Gent,2.0,1.0,H
Club Brugge,Mechelen,3.0,0.0,H
Standard,Anderlecht,1.0,1.0,D
Genk,Waasland-Beveren,4.0,1.0,H
Charleroi,Cercle Brugge,3.0,0.0,H
Waregem,St Truiden,5.0,1.0,H
Antwerp,Eupen,1.0,0.0,H
Kortrijk,Mouscron,1.0,2.0,A
Eupen,Oostende,1.0,0.0,H
Anderlecht,Charleroi,0.0,0.0,D
Mouscron,Standard,2.0,2.0,D
St Truiden,Club Brugge,1.0,2.0,A
Cercle Brugge,Genk,1.0,2.0,A
Gent,Waregem,2.0,0.0,H
Mechelen,Kortrijk,1.0,1.0,D
Waasland-Beveren,Antwerp,0.0,4.0,A
Kortrijk,Gent,0.0,2.0,A
Standard,Cercle Brugge,2.0,1.0,H
Oostende,Anderlecht,3.0,2.0,H
Genk,St Truiden,1.0,2.0,A
Charleroi,Waasland-Beveren,2.0,0.0,H
Waregem,Eupen,1.0,0.0,H
Club Brugge,Mouscron,1.0,0.0,H
Antwerp,Mechelen,1.0,0.0,H
St Truiden,Charleroi,1.0,3.0,A
Anderlecht,Kortrijk,0.0,0.0,D
Gent,Antwerp,1.0,1.0,D
Mouscron,Genk,2.0,2.0,D
Mechelen,Waregem,0.0,2.0,A
Waasland-Beveren,Cercle Brugge,1.0,1.0,D
Eupen,Standard,1.0,2.0,A
Club Brugge,Oostende,2.0,0.0,H
Antwerp,Gent,3.0,2.0,H
Standard,Mechelen,1.0,2.0,A
Genk,Gent,0.0,2.0,A
Antwerp,Club Brugge,2.0,1.0,H
Oostende,Mouscron,2.0,2.0,D
Cercle Brugge,St Truiden,2.0,1.0,H
Kortrijk,Waasland-Beveren,1.0,3.0,A
Charleroi,Eupen,1.0,0.0,H
Waregem,Anderlecht,1.0,2.0,A
Mechelen,Charleroi,2.0,2.0,D
Gent,Standard,3.0,1.0,H
Anderlecht,Cercle Brugge,2.0,1.0,H
Club Brugge,Kortrijk,3.0,0.0,H
Mouscron,Antwerp,3.0,1.0,H
St Truiden,Oostende,1.0,0.0,H
Waasland-Beveren,Waregem,1.0,2.0,A
Eupen,Genk,2.0,0.0,H
Anderlecht,Gent,3.0,3.0,D
Genk,Antwerp,2.0,2.0,D
Mechelen,St Truiden,1.0,2.0,A
Standard,Waasland-Beveren,2.0,0.0,H
Waregem,Club Brugge,0.0,2.0,A
Cercle Brugge,Mouscron,2.0,2.0,D
Kortrijk,Eupen,1.0,2.0,A
Oostende,Charleroi,0.0,1.0,A
Waasland-Beveren,Mechelen,1.0,3.0,A
St Truiden,Gent,0.0,0.0,D
Club Brugge,Standard,1.0,1.0,D
Genk,Cercle Brugge,1.0,0.0,H
Antwerp,Kortrijk,3.0,1.0,H
Waregem,Oostende,2.0,0.0,H
Charleroi,Mouscron,1.0,0.0,H
Eupen,Anderlecht,0.0,0.0,D
Cercle Brugge,Charleroi,0.0,3.0,A
Anderlecht,St Truiden,4.0,1.0,H
Mechelen,Antwerp,3.0,1.0,H
Gent,Waasland-Beveren,2.0,0.0,H
Kortrijk,Waregem,2.0,0.0,H
Oostende,Eupen,2.0,3.0,A
Standard,Genk,1.0,0.0,H
Mouscron,Club Brugge,0.0,1.0,A
Genk,Mouscron,2.0,1.0,H
Antwerp,Standard,2.0,2.0,D
Club Brugge,Gent,4.0,0.0,H
Kortrijk,St Truiden,4.0,0.0,H
Waasland-Beveren,Oostende,3.0,1.0,H
Waregem,Cercle Brugge,6.0,0.0,H
Eupen,Mechelen,0.0,2.0,A
Charleroi,Anderlecht,1.0,2.0,A
Oostende,Antwerp,1.0,1.0,D
Standard,Charleroi,1.0,1.0,D
Anderlecht,Waasland-Beveren,0.0,0.0,D
St Truiden,Genk,3.0,3.0,D
Cercle Brugge,Eupen,1.0,2.0,A
Gent,Kortrijk,2.0,0.0,H
Mouscron,Waregem,2.0,2.0,D
Mechelen,Club Brugge,0.0,5.0,A
Waregem,Gent,2.0,2.0,D
Club Brugge,Anderlecht,2.0,1.0,H
Standard,Eupen,3.0,0.0,H
Genk,Oostende,3.0,1.0,H
Antwerp,Cercle Brugge,3.0,1.0,H
Waasland-Beveren,Mouscron,1.0,1.0,D
Charleroi,St Truiden,0.0,3.0,A
Kortrijk,Mechelen,2.0,3.0,A
Mouscron,Kortrijk,2.0,0.0,H
Gent,Mechelen,3.0,0.0,H
Anderlecht,Antwerp,1.0,2.0,A
Cercle Brugge,Club Brugge,0.0,2.0,A
Eupen,Waregem,1.0,1.0,D
St Truiden,Waasland-Beveren,1.0,1.0,D
Oostende,Standard,1.0,4.0,A
Charleroi,Genk,2.0,1.0,H
Gent,Cercle Brugge,3.0,2.0,H
Waregem,Antwerp,2.0,0.0,H
Anderlecht,Standard,1.0,0.0,H
Club Brugge,Genk,1.0,1.0,D
Waasland-Beveren,Charleroi,0.0,4.0,A
Kortrijk,Oostende,2.0,2.0,D
Eupen,St Truiden,0.0,2.0,A
Mechelen,Mouscron,2.0,2.0,D
Mouscron,Eupen,2.0,0.0,H
Standard,Kortrijk,2.0,1.0,H
Oostende,Mechelen,2.0,1.0,H
Cercle Brugge,Waasland-Beveren,1.0,0.0,H
St Truiden,Waregem,0.0,0.0,D
Genk,Anderlecht,1.0,0.0,H
Waregem,Charleroi,3.0,1.0,H
Gent,Oostende,2.0,0.0,H
Antwerp,St Truiden,2.0,0.0,H
Standard,Mouscron,4.0,1.0,H
Waasland-Beveren,Genk,0.0,4.0,A
Mechelen,Cercle Brugge,3.0,1.0,H
Kortrijk,Anderlecht,4.0,2.0,H
Club Brugge,Eupen,0.0,0.0,D
Mouscron,Gent,2.0,1.0,H
Charleroi,Antwerp,2.0,1.0,H
St Truiden,Standard,2.0,1.0,H
Genk,Waregem,0.0,2.0,A
Cercle Brugge,Kortrijk,1.0,3.0,A
Eupen,Waasland-Beveren,1.0,1.0,D
Oostende,Club Brugge,0.0,2.0,A
Anderlecht,Mechelen,0.0,0.0,D
Antwerp,Waasland-Beveren,4.0,1.0,H
Mouscron,Anderlecht,0.0,0.0,D
Gent,Eupen,6.0,1.0,H
Mechelen,Genk,3.0,1.0,H
Kortrijk,Charleroi,1.0,1.0,D
Oostende,Cercle Brugge,3.0,1.0,H
Standard,Waregem,4.0,0.0,H
Club Brugge,St Truiden,6.0,0.0,H
Eupen,Antwerp,1.0,4.0,A
Charleroi,Gent,1.0,1.0,D
Anderlecht,Oostende,1.0,2.0,A
Waasland-Beveren,Club Brugge,1.0,3.0,A
St Truiden,Mouscron,0.0,1.0,A
Waregem,Mechelen,0.0,2.0,A
Cercle Brugge,Standard,0.0,2.0,A
Genk,Kortrijk,2.0,1.0,H
